id,city,country,latitude,longitude
0,Houston,United States,29.76328,-95.36327
1,Pompano Beach,United States,26.23786,-80.12477
2,Austell,United States,33.81261,-84.63438
3,Dallas,United States,32.78306,-96.80667
4,Charlton,United States,42.13565,-71.97007
5,New York,United States,40.71427,-74.00597
6,Los Angeles,United States,34.05223,-118.24368
7,Rialto,United States,34.1064,-117.37032
8,West Orange,United States,40.79871,-74.23904
9,"Washington, DC",United States,38.89511,-77.03637
10,Greensboro,United States,36.07264,-79.79198
11,Seattle,United States,47.60621,-122.33207
12,San Francisco,United States,37.77493,-122.41942
13,Sacramento,United States,38.58157,-121.4944
14,Denver,United States,39.73915,-104.9847
15,Independence,United States,39.09112,-94.41551
16,Willow Springs,United States,36.99228,-91.96987
17,Downers Grove,United States,41.80892,-88.01117
18,North Royalton,United States,41.31366,-81.72457
