id,city,country,latitude,longitude
0,Tokyo DC,Japan,35.61488,139.5813
2,Sendai DC,Japan,31.81667,130.3
3,Saitama DC,Japan,35.90807,139.65657
4,Nerima DC,Japan,35.73333,139.65
5,Yokohama DC,Japan,35.44778,139.6425
6,Shibuya DC,Japan,35.65758,139.7049
7,Ikebukuro DC,Japan,35.73023,139.7115
9,Nagoya DC,Japan,35.18147,136.90641
10,JPNAP Tokyo,,0.0,0.0
11,China,,0.0,0.0
12,JPNAP Osaka,,0.0,0.0
14,NYIIX,,0.0,0.0
15,PAIX,,0.0,0.0
16,LAIIX,,0.0,0.0
17,dix-ie,,0.0,0.0
18,Equinix exchange,,0.0,0.0
19,Newyork DC,United States,40.71427,-74.00597
20,Fukuoka DC,Japan,33.60639,130.41806
21,Shinsaibashi DC,Japan,34.67511,135.50031
22,Kyoto DC,Japan,35.02107,135.75385
23,Ashburn DC,United States,39.04372,-77.48749
24,LA DC,United States,30.45075,-91.15455
25,San Jose DC,United States,37.33939,-121.89496
26,PaloAlto DC,United States,37.44188,-122.14302
27,Okinawa,Japan,26.33583,127.80139
28,Sappora DC,Japan,43.06417,141.34694
29,Chiba,Japan,35.60472,140.12333
30,Tokyo,Japan,35.61488,139.5813
31,Toyama,Japan,36.69528,137.21139
32,Kanazawa,Japan,36.59444,136.62556
33,Hamamatsu,Japan,34.7,137.73333
34,Osaka,Japan,34.69374,135.50218
35,Okayama,Japan,34.66167,133.935
36,Hiroshima,Japan,34.39627,132.45937
