id,city,country,latitude,longitude
0,TVN,United Kingdom,51.46117,-0.93083
1,SWERN,United Kingdom,51.37795,-2.35907
2,MidMAN,United Kingdom,52.5,-1.96667
3,WREN,United Kingdom,51.48,-3.18
4,LMN,United Kingdom,51.50853,-0.12574
5,EastNet,United Kingdom,52.2,0.11667
6,LeNSE,United Kingdom,50.90395,-1.40428
7,Kentish MAN,United Kingdom,51.38914,0.54863
8,EMMAN,United Kingdom,52.83111,-1.32806
9,Dublin,,0.0,0.0
10,Sco-locate,United Kingdom,55.95,-3.2
11,Reading,United Kingdom,51.45625,-0.97113
12,Leeds,United Kingdom,53.79648,-1.54785
13,Warrington,United Kingdom,53.39254,-2.58024
14,Glasgow,United Kingdom,55.86515,-4.25763
15,Telehouse,United Kingdom,51.50853,-0.12574
16,Telecity,United Kingdom,51.50853,-0.12574
17,London,United Kingdom,51.50853,-0.12574
18,Bristol,United Kingdom,51.45,-2.58333
19,C&NLMAN,United Kingdom,54.58333,-2.83333
20,NIRAN,United Kingdom,54.5,-6.5
21,UHIMI,United Kingdom,57.12,-4.71
22,AbMAN,United Kingdom,57.14369,-2.09814
23,FaTMAN,United Kingdom,56.33871,-2.79902
24,EaStMAN,United Kingdom,55.95,-3.2
25,Clydenet,United Kingdom,55.86515,-4.25763
26,NorMAN,United Kingdom,54.97328,-1.61396
27,YHMAN,United Kingdom,54.27966,-0.40443
28,NNW,United Kingdom,53.48095,-2.23743
