id,city,country,latitude,longitude
0,FI,Italy,43.76667,11.25
1,BO,Italy,44.49381,11.33875
2,TO,Italy,45.07049,7.68682
3,GE,Italy,44.40632,8.93386
4,NA,Italy,40.83333,14.25
5,Pv,Italy,45.18446,9.16145
6,PD,Italy,45.41519,11.88181
7,MI,Italy,45.46427,9.18951
8,PI,Italy,43.71553,10.39659
9,CA,Italy,39.20738,9.13462
10,RM,Italy,41.89474,12.4839
11,AQ,Italy,42.35055,13.39954
12,BA,Italy,41.11773,16.85118
13,CT,Italy,37.50213,15.08719
14,PA,Italy,38.11582,13.35976
15,TS,Italy,45.64861,13.78
