source_id,target_id,rtt
0,0,0.0
0,1,0.30822490871456426
0,2,1.39356294552895
0,3,0.2668145715911264
0,4,1.7084213556310932
0,6,0.6520818377241124
0,7,2.0700319834882754
0,8,2.231775940716791
0,10,2.0393892917844783
0,12,2.4952845179268075
0,13,1.759606784642732
0,14,1.978633972550593
0,15,1.5303882063848548
0,17,1.2606933430168668
0,18,1.3183586262527576
0,19,1.346675661899266
0,20,1.346675661899266
1,0,0.30822490871456426
1,1,0.0
1,2,1.701787854243514
1,3,0.5750394803056906
1,4,1.400196446916529
1,6,0.34385692900954823
1,7,1.7618070747737113
1,8,1.9235510320022267
1,10,1.7311643830699137
1,12,2.187059609212243
1,13,1.4513818759281678
1,14,1.6704090638360287
1,15,1.2221632976702905
1,17,0.9524684343023024
1,18,1.0101337175381933
1,19,1.0384507531847016
1,20,1.0384507531847016
2,0,1.39356294552895
2,1,1.701787854243514
2,2,0.0
2,3,1.1267483739378235
2,4,2.134806025533396
2,6,2.045644783253062
2,7,2.61174721986236
2,8,2.658160610619094
2,10,1.02371263062334
2,12,3.036999754300892
2,13,2.3013220210168166
2,14,2.4050186424528963
2,15,1.956772876287158
2,17,1.8024085793909514
2,18,1.7447432961550606
2,19,1.7850381214836721
2,20,1.7850381214836721
3,0,0.2668145715911264
3,1,0.5750394803056906
3,2,1.1267483739378235
3,3,0.0
3,4,1.9752359272222195
3,6,0.9188964093152389
3,7,2.336846555079402
3,8,2.498590512307917
3,10,2.1504610045611634
3,12,2.7620990895179336
3,13,2.0264213562338584
3,14,2.2454485441417193
3,15,1.7972027779759812
3,17,1.527507914607993
3,18,1.5851731978438839
3,19,1.6134902334903922
3,20,1.6134902334903922
4,0,1.7084213556310932
4,1,1.400196446916529
4,2,2.134806025533396
4,3,1.9752359272222195
4,4,0.0
4,6,1.0563395179069806
4,7,1.2570666530856351
4,8,0.5233545850856978
4,10,1.111093394910056
4,12,0.9104554155430744
4,13,0.9466414542400916
4,14,1.050338075676171
4,15,0.6020923095104328
4,17,0.44772801261422635
4,18,0.3900627293783356
4,19,0.430357554706947
4,20,0.430357554706947
6,0,0.6520818377241124
6,1,0.34385692900954823
6,2,2.045644783253062
6,3,0.9188964093152389
6,4,1.0563395179069806
6,6,0.0
6,7,1.417950145764163
6,8,1.5796941029926783
6,10,1.3873074540603656
6,12,1.8432026802026948
6,13,1.1075249469186195
6,14,1.3265521348264804
6,15,0.8783063686607421
6,17,0.6086115052927542
6,18,0.6662767885286449
6,19,0.6945938241751533
6,20,0.6945938241751533
7,0,2.0700319834882754
7,1,1.7618070747737113
7,2,2.61174721986236
7,3,2.336846555079402
7,4,1.2570666530856351
7,6,1.417950145764163
7,7,0.0
7,8,0.8123533648959087
7,10,1.5880345892390202
7,12,0.42525253443853206
7,13,1.308252082097274
7,14,1.527279270005135
7,15,1.0790335038393968
7,17,0.8093386404714088
7,18,0.8670039237072995
7,19,0.8953209593538078
7,20,0.8953209593538078
8,0,2.231775940716791
8,1,1.9235510320022267
8,2,2.658160610619094
8,3,2.498590512307917
8,4,0.5233545850856978
8,6,1.5796941029926783
8,7,0.8123533648959087
8,8,0.0
8,10,1.634447979995754
8,12,0.3871008304573767
8,13,1.4699960393257894
8,14,1.5736926607618689
8,15,1.1254468945961307
8,17,0.9710825976999241
8,18,0.9134173144640334
8,19,0.9537121397926448
8,20,0.9537121397926448
10,0,2.0393892917844783
10,1,1.7311643830699137
10,2,1.02371263062334
10,3,2.1504610045611634
10,4,1.111093394910056
10,6,1.3873074540603656
10,7,1.5880345892390202
10,8,1.634447979995754
10,10,0.0
10,12,2.0132871236775522
10,13,1.2776093903934767
