id,city,country,latitude,longitude
a0,a0,,0.0,-80.99999999999999
a1,a1,,33.15945943052334,-97.94295891635699
a2,a2,,40.12265041409381,-136.01344202803415
a3,a3,,19.15749548621629,-166.54359905560884
a4,a4,,-19.157495486216277,-166.54359905560884
a5,a5,,-40.122650414093805,-136.01344202803415
a6,a6,,-33.15945943052335,-97.94295891635699
b0,b0,,0.0,80.99999999999999
b1,b1,,-33.15945943052335,97.94295891635699
b2,b2,,-40.122650414093805,136.01344202803415
b3,b3,,-19.157495486216277,166.54359905560884
b4,b4,,19.157495486216277,166.54359905560884
b5,b5,,40.12265041409381,136.01344202803415
b6,b6,,33.15945943052334,97.94295891635699
